future_id,Energy_DACCS,Energy_DOCCS,Energy_EW,Energy_OA,EnergyL,Land_A/R,Land_BECCS,LandL,ER_A/R,ER_BC,ER_BECCS,ER_DACCS,ER_DOCCS,ER_EW,ER_OA,ER_SCS,CDRRequired,Ymax_A/R,Ymax_BC,Ymax_BECCS,Ymax_DACCS,Ymax_DOCCS,Ymax_EW,Ymax_OA,Ymax_SCS,GeoSt,Energy_A/R,Energy_BC,Energy_BECCS,Energy_SCS,Land_BC,Land_DACCS,Land_DOCCS,Land_EW,Land_OA,Land_SCS,OPEX_A/R,OPEX_BC,OPEX_BECCS,OPEX_DACCS,OPEX_DOCCS,OPEX_EW,OPEX_OA,OPEX_SCS,SCref_A/R,SCref_BC,SCref_BECCS,SCref_DACCS,SCref_DOCCS,SCref_EW,SCref_OA,SCref_SCS,Yref_A/R,Yref_BC,Yref_BECCS,Yref_DACCS,Yref_DOCCS,Yref_EW,Yref_OA,Yref_SCS,Xmax_A/R,Xmax_BC,Xmax_BECCS,Xmax_DACCS,Xmax_DOCCS,Xmax_EW,Xmax_OA,Xmax_SCS,Solved,Removals,Costs,A/R,BC,BECCS,DACCS,DOCCS,EW,OA,SCS,Land,Energy,Water,Nitrogen,Phosphorous,BECCS_2050,A/R_2050,SCS_2050,BC_2050,DACCS_2050,EW_2050,OA_2050,DOCCS_2050,BECCS_2075,A/R_2075,SCS_2075,BC_2075,DACCS_2075,EW_2075,OA_2075,DOCCS_2075,BECCS_2100,A/R_2100,SCS_2100,BC_2100,DACCS_2100,EW_2100,OA_2100,DOCCS_2100,BECCS_removed,A/R_removed,SCS_removed,BC_removed,DACCS_removed,EW_removed,OA_removed,DOCCS_removed,BECCS_removed_2050,A/R_removed_2050,SCS_removed_2050,BC_removed_2050,DACCS_removed_2050,EW_removed_2050,OA_removed_2050,DOCCS_removed_2050
244,10.0,6.367,12.5,2.733,2050.0,0.07,0.105,300000000.0,0.02,0.083,-0.017,0.083,0.139,-0.006,-0.05,-0.181,700000000000.0,2477777777.778,5900000000.0,2022222222.222,16666666666.667,7000000000.0,3777777777.778,4111111111.111,1655555555.556,20000000000.0,0.0,0.0,0.0,0.0,0.0,0.0058,0.0058,0.0,0.0,0.0,50.0,115.0,60.0,60.0,900.0,130.0,115.0,35.0,100.0,205.0,570.0,2000.0,2000.0,215.0,465.0,1.0,1980000000.0,500000.0,1820000.0,10000.0,1.0,1.0,1.0,1.0,80000000.0,500000000.0,500000000.0,500000000.0,500000000.0,1000000000.0,1000000000.0,1000000000.0,1,700000000000.0,12820247548591.766,2477777777.0,5900000000.0,1439193965.1168764,6000010002.160001,1.0,1.0,1.0,1655555555.0,300000000.0,300000500108.0,117534.64791428245,5127.595010694651,1579.9566104769049,411700116.0,497777777.0,1655555554.0,32185482.0,131843314.0,0.0,0.0,0.0,1437373965.0,497777777.0,1655555554.0,5899500000.0,1430435066.0,0.0,0.0,0.0,1437373965.0,497777777.0,1655555554.0,5899500000.0,6000000002.0,0.0,0.0,0.0,50498547138.65067,183055555505.0,124166666634.99998,244497782231.54932,97781448459.8,10.000000000000002,10.000000000000002,10.000000000000002,1640738856.3478096,70866666655.0,41388888884.99999,7500000.0,150000.00000000003,10.000000000000002,10.000000000000002,10.000000000000002
245,6.467,6.367,12.5,2.733,2050.0,0.07,0.04,400000000.0,-0.091,0.017,-0.083,0.05,0.061,-0.05,0.033,-0.157,700000000000.0,5344444444.444,5900000000.0,5988888888.889,15000000000.0,1000000000.0,4000000000.0,13444444444.444,1866666666.667,12000000000.0,0.0,0.0,0.0,0.0,0.0,0.0058,0.0058,0.0,0.0,0.0,50.0,115.0,60.0,60.0,900.0,130.0,115.0,35.0,100.0,205.0,570.0,2000.0,2000.0,215.0,465.0,1.0,1980000000.0,500000.0,1820000.0,10000.0,1.0,1.0,1.0,1.0,80000000.0,500000000.0,500000000.0,500000000.0,500000000.0,1000000000.0,1000000000.0,1000000000.0,1,700000000000.0,10269887696143.05,4400000000.0,5900000000.0,1954850428.3783734,1323840773.4263191,1.0,1.0,13444444444.000002,1866666666.0000005,393872293.62100756,226524724736.0,135996.90401352182,3375.8926929485406,1101.098313864689,0.0,800000000.0,1866666665.0,0.0,0.0,0.0,0.0,0.0,0.0,1620000000.0,1866666665.0,0.0,1323830773.0,0.0,0.0,0.0,1953030428.0,2420000000.0,1866666665.0,5899500000.0,1323830773.0,0.0,13444444443.0,0.0,39124308567.567474,235400000000.0,99666666645.0,96507499990.0,33096169335.657978,10.000000000000002,196205355441.7746,10.000000000000002,27300000.0,71400000000.0,6333333344.999995,7500000.0,150000.00000000003,10.000000000000002,10.000000000000002,10.000000000000002
246,6.467,8.3,12.5,4.767,2035.0,0.08,0.105,600000000.0,-0.008,-0.05,-0.15,0.083,0.139,-0.05,0.083,-0.157,900000000000.0,3433333333.333,5200000000.0,4666666666.667,11666666666.667,6000000000.0,3333333333.333,8777777777.778,811111111.111,4000000000.0,0.0,0.0,0.0,0.0,0.0,0.0058,0.0058,0.0,0.0,0.0,50.0,115.0,60.0,60.0,900.0,130.0,115.0,35.0,100.0,205.0,570.0,2000.0,2000.0,215.0,465.0,1.0,1980000000.0,500000.0,1820000.0,10000.0,1.0,1.0,1.0,1.0,80000000.0,500000000.0,500000000.0,500000000.0,500000000.0,1000000000.0,1000000000.0,1000000000.0,1,899999999999.9999,16500986867080.799,3433333333.0,5200000000.0,1820000.0000000002,4000000000.0,1.0,2431786814.0646405,8777777777.0,811111111.0000002,297866666.64,490545009193.83496,120060.05364114424,3263.472277399612,1127.6106711813204,0.0,1453333333.0,811111110.0,0.0,880022392.0,0.0,0.0,0.0,0.0,1453333333.0,811111110.0,5199500000.0,3683118598.0,0.0,4507269205.0,0.0,0.0,1453333333.0,811111110.0,5199500000.0,3999990000.0,2431786813.0,8777777776.0,0.0,27300000.0,247899999965.0,60833333335.00001,206038604154.00757,138810394515.25824,20165105067.60641,226225262953.12775,10.000000000000002,27300000.0,87933333315.0,20277777785.000004,7500000.0,2719751349.595639,10.000000000000002,10.000000000000002,10.000000000000002
247,10.0,2.5,12.5,6.8,2045.0,0.07,0.105,500000000.0,-0.119,0.0,-0.15,0.128,0.139,0.017,0.1,-0.083,1100000000000.0,2477777777.778,4500000000.0,4666666666.667,15000000000.0,10000000000.0,2666666666.667,2555555555.556,1866666666.667,12000000000.0,0.0,0.0,0.0,0.0,0.0,0.0058,0.0058,0.0,0.0,0.0,50.0,115.0,60.0,60.0,900.0,130.0,115.0,35.0,100.0,205.0,570.0,2000.0,2000.0,215.0,465.0,1.0,1980000000.0,500000.0,1820000.0,10000.0,1.0,1.0,1.0,1.0,80000000.0,500000000.0,500000000.0,500000000.0,500000000.0,1000000000.0,1000000000.0,1000000000.0,1,1100000000000.0,45286163710373.08,2477777777.0000005,4500000000.0,4163385691.4033904,2048651487.3799999,7499999999.0,1557617581.4212902,2555555555.0,1866666666.0000005,500000000.0,373476098830.0,205522.31436375374,6807.239699746264,2300.447010916753,4161565691.0,497777777.0,1866666665.0,4499500000.0,2.0,64251368.0,317403704.0,0.0,4161565691.0,497777777.0,1866666665.0,4499500000.0,451328510.0,64251368.0,2555555554.0,0.0,4161565691.0,497777777.0,1866666665.0,4499500000.0,2048641487.0,1557617580.0,2555555554.0,7499999998.0,201258367083.84027,185544444385.0,139999999960.0,327507500000.0,33390562493.633877,10340641615.172903,89458484472.35294,112499999990.0,46014419003.78503,73355555535.0,46666666659.99999,102507500000.0,350043.60000000003,642513698.6400001,10.000000000000002,10.000000000000002
248,10.0,6.367,0.5,4.767,2030.0,0.07,0.105,1000000000.0,-0.174,0.0,0.05,0.072,0.117,-0.006,0.0,-0.01,500000000000.0,4866666666.667,300000000.0,9955555555.556,16666666666.667,3000000000.0,3555555555.556,7222222222.222,1866666666.667,16000000000.0,0.0,0.0,0.0,0.0,0.0,0.0058,0.0058,0.0,0.0,0.0,50.0,115.0,60.0,60.0,900.0,130.0,115.0,35.0,100.0,205.0,570.0,2000.0,2000.0,215.0,465.0,1.0,1980000000.0,500000.0,1820000.0,10000.0,1.0,1.0,1.0,1.0,80000000.0,500000000.0,500000000.0,500000000.0,500000000.0,1000000000.0,1000000000.0,1000000000.0,1,499999999999.99994,6352585035278.228,4000000000.0,500000.0,6442857142.857143,7500000000.0,1.0,1.0,1.0,1866666666.0000005,1000000000.0,375000000000.0,140704.96409259812,2447.401746659857,866.776689882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420000000.0,1866666665.0,0.0,2142421905.0,0.0,0.0,0.0,6441037143.0,2020000000.0,1866666665.0,0.0,7499990000.0,0.0,0.0,0.0,101955871418.57143,169400000000.0,83999999980.0,7500000.0,144636628571.42856,10.000000000000002,10.000000000000002,10.000000000000002,27300000.0,59400000000.0,10.000000000000002,7500000.0,150000.00000000003,10.000000000000002,10.000000000000002,10.000000000000002
249,6.467,4.433,12.5,4.767,2030.0,0.08,0.105,1000000000.0,-0.23,0.0,0.117,0.128,0.05,0.006,0.083,-0.01,1000000000000.0,2477777777.778,3800000000.0,700000000.0,13333333333.333,5000000000.0,4000000000.0,1000000000.0,1444444444.444,12000000000.0,0.0,0.0,0.0,0.0,0.0,0.0058,0.0058,0.0,0.0,0.0,50.0,115.0,60.0,60.0,900.0,130.0,115.0,35.0,100.0,205.0,570.0,2000.0,2000.0,215.0,465.0,1.0,1980000000.0,500000.0,1820000.0,10000.0,1.0,1.0,1.0,1.0,80000000.0,500000000.0,500000000.0,500000000.0,500000000.0,1000000000.0,1000000000.0,1000000000.0,1,1000000000000.0,18742511727029.246,2477777777.0000005,3800000000.0,700000000.0,11300000000.0,1.0,2228129123.912,1000000000.0,1444444444.0,337262222.15999997,528478570244.5,121058.5941461487,4671.892657652099,1478.3570218398224,698180000.0,497777777.0,1444444443.0,3799500000.0,1258857029.0,0.0,201794255.0,0.0,698180000.0,497777777.0,1444444443.0,3799500000.0,8540745326.0,0.0,999999999.0,0.0,698180000.0,497777777.0,1444444443.0,3799500000.0,11299990000.0,2228129123.0,999999999.0,0.0,52518200000.0,185544444385.0,108333333310.0,230056566178.82312,355413060653.9354,23199804014.440002,44934591447.801506,10.000000000000002,17518200000.0,73355555535.0,36111111110.0,40056566178.82311,8835452001.778252,10.000000000000002,10.000000000000002,10.000000000000002
250,6.467,2.5,12.5,2.733,2045.0,0.08,0.04,600000000.0,-0.119,0.033,0.05,0.05,0.106,-0.006,0.1,-0.132,500000000000.0,2000000000.0,5200000000.0,4666666666.667,20000000000.0,7000000000.0,2666666666.667,15000000000.0,1655555555.556,4000000000.0,0.0,0.0,0.0,0.0,0.0,0.0058,0.0058,0.0,0.0,0.0,50.0,115.0,60.0,60.0,900.0,130.0,115.0,35.0,100.0,205.0,570.0,2000.0,2000.0,215.0,465.0,1.0,1980000000.0,500000.0,1820000.0,10000.0,1.0,1.0,1.0,1.0,80000000.0,500000000.0,500000000.0,500000000.0,500000000.0,1000000000.0,1000000000.0,1000000000.0,1,500000000000.0,6828818528717.403,2000000000.0,5200000000.0,4000000000.0,10000.0,1.0,1.0,14999999999.000002,1655555555.0,320000000.0,204974999986.33502,103980.48902996034,2815.9899904227495,910.3694150414999,0.0,0.0,1655555554.0,0.0,0.0,0.0,0.0,0.0,0.0,19999999.0,1655555554.0,0.0,0.0,0.0,0.0,0.0,3998180000.0,20000000.0,1655555554.0,5199500000.0,0.0,0.0,14999999998.0,0.0,72527299995.0,129399999975.0,84565050025.0,63507499990.0,150000.00000000003,10.000000000000002,149999999995.0,10.000000000000002,27300000.0,59400000000.0,1787272275.0000002,7500000.0,150000.00000000003,10.000000000000002,10.000000000000002,10.000000000000002
251,6.467,8.3,12.5,2.733,2050.0,0.09,0.17,700000000.0,-0.008,0.083,0.083,0.117,0.139,0.039,0.033,-0.132,900000000000.0,5344444444.444,5900000000.0,700000000.0,5000000000.0,7000000000.0,2888888888.889,7222222222.222,600000000.0,16000000000.0,0.0,0.0,0.0,0.0,0.0,0.0058,0.0058,0.0,0.0,0.0,50.0,115.0,60.0,60.0,900.0,130.0,115.0,35.0,100.0,205.0,570.0,2000.0,2000.0,215.0,465.0,1.0,1980000000.0,500000.0,1820000.0,10000.0,1.0,1.0,1.0,1.0,80000000.0,500000000.0,500000000.0,500000000.0,500000000.0,1000000000.0,1000000000.0,1000000000.0,1,899999999999.9999,16448689979595.88,4400000000.0,5900000000.0,700000000.0,5000000000.0,1.0,634138508.8645597,7222222222.000001,600000000.0,544000000.0,300000323467.665,158969.70169471443,3656.98337611678,1386.707313401242,698180000.0,1599999999.0,599999999.0,2232115682.0,203870904.0,0.0,0.0,0.0,698180000.0,2419999999.0,599999999.0,5899500000.0,203870904.0,0.0,5233960971.0,0.0,698180000.0,2420000000.0,599999999.0,5899500000.0,4999990000.0,634138508.0,7222222221.0,0.0,42027300000.0,279399999945.0,45000000010.0,270833656823.05255,61219878471.07315,3170692554.322798,198348472186.5514,10.000000000000002,7027300000.0,89399999975.0,15000000010.0,7500000.0,621204196.5872895,10.000000000000002,10.000000000000002,10.000000000000002
252,4.7,4.433,4.5,6.8,2040.0,0.08,0.17,400000000.0,-0.036,-0.05,-0.15,0.061,0.05,0.006,0.017,-0.083,900000000000.0,6300000000.0,5900000000.0,7311111111.111,20000000000.0,9000000000.0,2000000000.0,2555555555.556,1444444444.444,8000000000.0,0.0,0.0,0.0,0.0,0.0,0.0058,0.0058,0.0,0.0,0.0,50.0,115.0,60.0,60.0,900.0,130.0,115.0,35.0,100.0,205.0,570.0,2000.0,2000.0,215.0,465.0,1.0,1980000000.0,500000.0,1820000.0,10000.0,1.0,1.0,1.0,1.0,80000000.0,500000000.0,500000000.0,500000000.0,500000000.0,1000000000.0,1000000000.0,1000000000.0,1,900000000000.0,15178895447219.555,4400000000.0,5900000000.0,1820000.0000000002,8000000000.0,1.0,2000000000.0,2555555555.0,1444444444.0,398400000.0,319888888870.0,135644.07592704886,4192.423232907169,1331.096046826126,0.0,1599999999.0,1444444443.0,0.0,291073466.0,0.0,0.0,0.0,0.0,2419999999.0,1444444443.0,5899500000.0,6866589485.0,0.0,0.0,0.0,0.0,2420000000.0,1444444443.0,5899500000.0,7999990000.0,1999999999.0,2555555554.0,0.0,27300000.0,279399999945.0,108333333310.0,188236891480.417,250032913636.23938,38561030311.48111,35408531306.862495,10.000000000000002,27300000.0,89399999975.0,36111111110.0,7500000.0,150000.00000000003,10.000000000000002,10.000000000000002,10.000000000000002
253,6.467,8.3,0.5,6.8,2050.0,0.08,0.04,500000000.0,-0.119,0.033,0.017,0.094,0.139,0.039,0.0,-0.034,700000000000.0,2477777777.778,1700000000.0,700000000.0,18333333333.333,10000000000.0,3111111111.111,1000000000.0,1655555555.556,8000000000.0,0.0,0.0,0.0,0.0,0.0,0.0058,0.0058,0.0,0.0,0.0,50.0,115.0,60.0,60.0,900.0,130.0,115.0,35.0,100.0,205.0,570.0,2000.0,2000.0,215.0,465.0,1.0,1980000000.0,500000.0,1820000.0,10000.0,1.0,1.0,1.0,1.0,80000000.0,500000000.0,500000000.0,500000000.0,500000000.0,1000000000.0,1000000000.0,1000000000.0,1,700000000000.0,12787263095897.691,2477777777.0000005,1700000000.0,700000000.0,6860505038.229938,1.0,3111111111.0000005,1000000000.0,1655555555.0,266013151.38173363,263612208188.66498,114057.40363768327,3785.7127781357494,1128.6000231194998,698180000.0,497777777.0,1655555554.0,1699500000.0,203870903.0,0.0,0.0,0.0,698180000.0,497777777.0,1655555554.0,1699500000.0,1971361544.0,3111111110.0,0.0,0.0,698180000.0,497777777.0,1655555554.0,1699500000.0,6860495038.0,3111111110.0,999999999.0,0.0,42027300000.0,185544444385.0,124166666634.99998,85007500000.0,127574600976.64906,130679487983.35097,5000000010.0,10.000000000000002,7027300000.0,73355555535.0,41388888884.99999,7500000.0,150000.00000000003,10.000000000000002,10.000000000000002,10.000000000000002
254,10.0,6.367,12.5,2.733,2050.0,0.07,0.04,1000000000.0,0.02,-0.017,0.117,0.15,0.083,-0.006,-0.017,-0.132,1000000000000.0,2955555555.556,5200000000.0,9955555555.556,18333333333.333,1000000000.0,2444444444.444,1000000000.0,1444444444.444,16000000000.0,0.0,0.0,0.0,0.0,0.0,0.0058,0.0058,0.0,0.0,0.0,50.0,115.0,60.0,60.0,900.0,130.0,115.0,35.0,100.0,205.0,570.0,2000.0,2000.0,215.0,465.0,1.0,1980000000.0,500000.0,1820000.0,10000.0,1.0,1.0,1.0,1.0,80000000.0,500000000.0,500000000.0,500000000.0,500000000.0,1000000000.0,1000000000.0,1000000000.0,1,1000000000000.0,14366859417667.174,2955555555.0,4999999999.0,9955555555.000002,5726710002.16,1.0,1.0,1000000000.0,1444444444.0,638326029.062528,300000500108.0,373219.65691356803,5377.241763693,2334.7164317230004,4953735555.0,975555555.0,1444444443.0,0.0,0.0,0.0,0.0,0.0,9953735555.0,975555555.0,1444444443.0,2499500000.0,1430435066.0,0.0,0.0,0.0,9953735555.0,975555555.0,1444444443.0,4999499999.0,5726700002.0,0.0,999999999.0,0.0,472582855525.0,210988888850.0,101006115486.00003,112507499980.0,87914640129.0,10.000000000000002,15000000010.0,10.000000000000002,12305077775.0,74911111100.0,28783893286.00003,7500000.0,150000.00000000003,10.000000000000002,10.000000000000002,10.000000000000002
255,8.233,6.367,8.5,2.733,2045.0,0.09,0.04,600000000.0,0.02,0.033,-0.017,0.094,0.094,0.006,0.1,-0.083,800000000000.0,2477777777.778,5900000000.0,8633333333.333,13333333333.333,6000000000.0,2444444444.444,2555555555.556,811111111.111,4000000000.0,0.0,0.0,0.0,0.0,0.0,0.0058,0.0058,0.0,0.0,0.0,50.0,115.0,60.0,60.0,900.0,130.0,115.0,35.0,100.0,205.0,570.0,2000.0,2000.0,215.0,465.0,1.0,1980000000.0,500000.0,1820000.0,10000.0,1.0,1.0,1.0,1.0,80000000.0,500000000.0,500000000.0,500000000.0,500000000.0,1000000000.0,1000000000.0,1000000000.0,1,800000000000.0,15358378514999.588,2477777777.0000005,5900000000.0,3160150062.3345065,4000000000.0,1.0,2444444444.0000005,2555555555.0,811111111.0000002,354277132.0618401,303470555529.0751,146724.2307926039,3977.9450364557506,1445.6898912903148,1908146629.0,497777777.0,811111110.0,1599500000.0,262157806.0,0.0,0.0,0.0,3158330062.0,497777777.0,811111110.0,5899500000.0,902428424.0,940273803.0,2555555554.0,0.0,3158330062.0,497777777.0,811111110.0,5899500000.0,3999990000.0,2444444443.0,2555555554.0,0.0,101429633822.79094,183055555505.0,60833333335.00001,247507499990.0,75439289756.61856,52006754165.37645,79727933415.21404,10.000000000000002,27300000.0,70866666655.0,20277777785.000004,7500000.0,1288708193.6110773,10.000000000000002,10.000000000000002,10.000000000000002
256,4.7,2.5,4.5,4.767,2035.0,0.08,0.04,1000000000.0,-0.174,0.067,-0.083,0.117,0.106,-0.017,-0.017,-0.206,500000000000.0,4866666666.667,3100000000.0,7311111111.111,15000000000.0,2000000000.0,3111111111.111,1000000000.0,2500000000.0,16000000000.0,0.0,0.0,0.0,0.0,0.0,0.0058,0.0058,0.0,0.0,0.0,50.0,115.0,60.0,60.0,900.0,130.0,115.0,35.0,100.0,205.0,570.0,2000.0,2000.0,215.0,465.0,1.0,1980000000.0,500000.0,1820000.0,10000.0,1.0,1.0,1.0,1.0,80000000.0,500000000.0,500000000.0,500000000.0,500000000.0,1000000000.0,1000000000.0,1000000000.0,1,500000000000.0,6144802826838.784,4400000000.0,500000.0,1820000.0000000002,12499999999.999994,1.0,1.0,1.0,2500000000.0,424500000.0,293749999999.9999,93253.6708632894,1470.439988160381,493.31941462371435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,820000000.0,571003326.0,0.0,4999990002.0,0.0,0.0,0.0,0.0,2420000000.0,2499999999.0,0.0,12499990000.0,0.0,0.0,0.0,27300000.0,191400000000.0,58565049916.38096,7500000.0,250000150053.61902,10.000000000000002,10.000000000000002,10.000000000000002,27300000.0,61400000000.0,10.000000000000002,7500000.0,150000.00000000003,10.000000000000002,10.000000000000002,10.000000000000002
257,4.7,6.367,0.5,4.767,2030.0,0.08,0.105,1000000000.0,0.02,0.017,-0.15,0.072,0.106,-0.028,0.033,-0.206,400000000000.0,5344444444.444,3800000000.0,12600000000.0,13333333333.333,1000000000.0,3333333333.333,5666666666.667,2500000000.0,8000000000.0,0.0,0.0,0.0,0.0,0.0,0.0058,0.0058,0.0,0.0,0.0,50.0,115.0,60.0,60.0,900.0,130.0,115.0,35.0,100.0,205.0,570.0,2000.0,2000.0,215.0,465.0,1.0,1980000000.0,500000.0,1820000.0,10000.0,1.0,1.0,1.0,1.0,80000000.0,500000000.0,500000000.0,500000000.0,500000000.0,1000000000.0,1000000000.0,1000000000.0,1,400000000000.0,5545173640014.771,4399999999.0,500000.0,1820000.0000000002,8000000000.0,1.0,1.0,1.0,2500000000.0,398399999.91999996,188000000000.0,92833.77083651109,1360.43999082775,470.819415114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,819999999.0,237670001.0,0.0,2499989999.0,0.0,0.0,0.0,0.0,2419999999.0,2499999999.0,0.0,7999990000.0,0.0,0.0,0.0,27300000.0,191399999945.0,53565050040.00001,7500000.0,155000149985.0,10.000000000000002,10.000000000000002,10.000000000000002,27300000.0,61399999995.0,10.000000000000002,7500000.0,150000.00000000003,10.000000000000002,10.000000000000002,10.000000000000002
258,4.7,8.3,4.5,4.767,2030.0,0.07,0.105,300000000.0,-0.119,0.033,-0.15,0.15,0.139,0.05,0.083,-0.059,700000000000.0,4866666666.667,300000000.0,3344444444.444,20000000000.0,6000000000.0,3333333333.333,2555555555.556,1444444444.444,8000000000.0,0.0,0.0,0.0,0.0,0.0,0.0058,0.0058,0.0,0.0,0.0,50.0,115.0,60.0,60.0,900.0,130.0,115.0,35.0,100.0,205.0,570.0,2000.0,2000.0,215.0,465.0,1.0,1980000000.0,500000.0,1820000.0,10000.0,1.0,1.0,1.0,1.0,80000000.0,500000000.0,500000000.0,500000000.0,500000000.0,1000000000.0,1000000000.0,1000000000.0,1,700000000000.0001,9166815135669.791,3622857142.8571434,300000000.0,1820000.0000000002,8000000000.0,1.0,3333333333.0000005,2555555555.0,1444444444.0,300000000.0,323911666645.925,100030.76901696181,2138.3869848714285,648.1095470678572,0.0,422857143.0,1444444443.0,0.0,0.0,0.0,0.0,0.0,0.0,1242857143.0,1444444443.0,0.0,7999990000.0,0.0,0.0,0.0,0.0,1642857143.0,1444444443.0,299500000.0,7999990000.0,3333333332.0,2555555554.0,0.0,27300000.0,204885714285.7143,86666666650.0,4507500000.0,305499142282.2351,47302565662.05073,51111111110.0,10.000000000000002,27300000.0,65742857142.85714,14444444450.0,7500000.0,150000.00000000003,10.000000000000002,10.000000000000002,10.000000000000002
259,4.7,4.433,0.5,6.8,2050.0,0.09,0.04,1000000000.0,-0.091,0.1,0.117,0.139,0.15,0.006,-0.033,-0.034,900000000000.0,5344444444.444,1700000000.0,8633333333.333,16666666666.667,6000000000.0,3333333333.333,11888888888.889,1233333333.333,8000000000.0,0.0,0.0,0.0,0.0,0.0,0.0058,0.0058,0.0,0.0,0.0,50.0,115.0,60.0,60.0,900.0,130.0,115.0,35.0,100.0,205.0,570.0,2000.0,2000.0,215.0,465.0,1.0,1980000000.0,500000.0,1820000.0,10000.0,1.0,1.0,1.0,1.0,80000000.0,500000000.0,500000000.0,500000000.0,500000000.0,1000000000.0,1000000000.0,1000000000.0,1,900000000000.0,13881201743917.361,4400000000.0,1700000000.0,7540767618.003072,500000002.4994538,1.0,3333333333.0000005,2814885113.11145,1233333333.0000002,700294252.5357051,114831388155.21715,328736.64838897175,4037.0217343489485,1808.2889298301293,2498180002.0,1599999999.0,1233333332.0,0.0,280517687.0,0.0,0.0,0.0,7498179998.0,2419999999.0,1233333332.0,1699500000.0,499990002.0,0.0,0.0,0.0,7538947618.0,2420000000.0,1233333332.0,1699500000.0,499990002.0,3333333332.0,2814885112.0,0.0,338138814270.04614,279399999945.0,86333333320.00002,51007500000.0,23087436135.757824,66666666670.00001,55366249649.196014,10.000000000000002,27300024.994543687,89399999975.0,24666666670.000004,7500000.0,150000.00000000003,10.000000000000002,10.000000000000002,10.000000000000002
260,6.467,6.367,8.5,4.767,2045.0,0.08,0.17,300000000.0,-0.091,0.083,-0.117,0.15,0.139,0.028,0.05,-0.157,700000000000.0,3433333333.333,5900000000.0,700000000.0,20000000000.0,1000000000.0,2888888888.889,1000000000.0,2077777777.778,16000000000.0,0.0,0.0,0.0,0.0,0.0,0.0058,0.0058,0.0,0.0,0.0,50.0,115.0,60.0,60.0,900.0,130.0,115.0,35.0,100.0,205.0,570.0,2000.0,2000.0,215.0,465.0,1.0,1980000000.0,500000.0,1820000.0,10000.0,1.0,1.0,1.0,1.0,80000000.0,500000000.0,500000000.0,500000000.0,500000000.0,1000000000.0,1000000000.0,1000000000.0,1,700000000000.0001,9475786115279.395,3433333333.0,5900000000.000001,1820000.0000000002,10673681627.31313,1.0,106057099.99999857,1000000000.0,2077777777.0,300000000.0,373475922169.17,110584.594431273,4103.205900244938,1211.1702827422912,0.0,1159155867.0,2077777776.0,0.0,0.0,0.0,0.0,0.0,0.0,1453333333.0,2077777776.0,3399500000.0,3385041422.0,0.0,0.0,0.0,0.0,1453333333.0,2077777776.0,5899500000.0,10673671627.0,106057099.0,999999999.0,0.0,27300000.0,227852994089.40945,124666666629.99998,139507500000.0,200380959052.03806,530285509.99999285,7034294708.552536,10.000000000000002,27300000.0,78808810647.76442,20777777779.999996,7500000.0,150000.00000000003,10.000000000000002,10.000000000000002,10.000000000000002
261,6.467,2.5,4.5,2.733,2050.0,0.09,0.105,1000000000.0,-0.119,-0.033,0.05,0.139,0.05,0.028,0.083,-0.157,700000000000.0,3911111111.111,1700000000.0,2022222222.222,6666666666.667,1000000000.0,3111111111.111,4111111111.111,2288888888.889,20000000000.0,0.0,0.0,0.0,0.0,0.0,0.0058,0.0058,0.0,0.0,0.0,50.0,115.0,60.0,60.0,900.0,130.0,115.0,35.0,100.0,205.0,570.0,2000.0,2000.0,215.0,465.0,1.0,1980000000.0,500000.0,1820000.0,10000.0,1.0,1.0,1.0,1.0,80000000.0,500000000.0,500000000.0,500000000.0,500000000.0,1000000000.0,1000000000.0,1000000000.0,1,700000000000.0,9732821419166.998,3911111111.0000005,1700000000.0,2022222222.0000002,6666666666.0,1.0,1255792152.0773315,4111111111.0000005,2288888888.0,602999999.9628,300000323398.665,165974.3437757102,3952.6533334502496,1255.9489119989998,0.0,1200000000.0,2288888887.0,0.0,0.0,0.0,0.0,0.0,2020402222.0,1931111111.0,2288888887.0,1699500000.0,2211898972.0,0.0,0.0,0.0,2020402222.0,1931111111.0,2288888887.0,1699500000.0,6666656666.0,1255792151.0,4111111110.0,0.0,80916188880.0,247177777775.0,137333333290.0,42507500000.0,116553450253.36282,6278960770.386659,69232789021.25053,10.000000000000002,27300000.0,79400000000.0,22888888890.0,7500000.0,150000.00000000003,10.000000000000002,10.000000000000002,10.000000000000002
