future_id,Energy_DACCS,Energy_DOCCS,Energy_EW,Energy_OA,EnergyL,Land_A/R,Land_BECCS,LandL,ER_A/R,ER_BC,ER_BECCS,ER_DACCS,ER_DOCCS,ER_EW,ER_OA,ER_SCS,CDRRequired,Ymax_A/R,Ymax_BC,Ymax_BECCS,Ymax_DACCS,Ymax_DOCCS,Ymax_EW,Ymax_OA,Ymax_SCS,GeoSt,Energy_A/R,Energy_BC,Energy_BECCS,Energy_SCS,Land_BC,Land_DACCS,Land_DOCCS,Land_EW,Land_OA,Land_SCS,OPEX_A/R,OPEX_BC,OPEX_BECCS,OPEX_DACCS,OPEX_DOCCS,OPEX_EW,OPEX_OA,OPEX_SCS,SCref_A/R,SCref_BC,SCref_BECCS,SCref_DACCS,SCref_DOCCS,SCref_EW,SCref_OA,SCref_SCS,Yref_A/R,Yref_BC,Yref_BECCS,Yref_DACCS,Yref_DOCCS,Yref_EW,Yref_OA,Yref_SCS,Xmax_A/R,Xmax_BC,Xmax_BECCS,Xmax_DACCS,Xmax_DOCCS,Xmax_EW,Xmax_OA,Xmax_SCS
10,8.233,6.367,4.5,0.7,2050.0,0.09,0.04,700000000.0,-0.174,0.0,0.117,0.072,0.094,0.039,-0.033,-0.059,1000000000000.0,4388888888.889,1000000000.0,5988888888.889,11666666666.667,8000000000.0,2000000000.0,11888888888.889,1866666666.667,12000000000.0,0.0,0.0,0.0,0.0,0.0,0.0058,0.0058,0.0,0.0,0.0,50.0,115.0,60.0,60.0,900.0,130.0,115.0,35.0,100.0,205.0,570.0,2000.0,2000.0,215.0,465.0,1.0,1980000000.0,500000.0,1820000.0,10000.0,1.0,1.0,1.0,1.0,80000000.0,500000000.0,500000000.0,500000000.0,500000000.0,1000000000.0,1000000000.0,1000000000.0
11,10.0,8.3,4.5,0.7,2035.0,0.09,0.04,600000000.0,-0.091,0.083,-0.083,0.128,0.117,-0.017,-0.033,-0.157,700000000000.0,6300000000.0,2400000000.0,4666666666.667,13333333333.333,6000000000.0,2666666666.667,1000000000.0,2288888888.889,20000000000.0,0.0,0.0,0.0,0.0,0.0,0.0058,0.0058,0.0,0.0,0.0,50.0,115.0,60.0,60.0,900.0,130.0,115.0,35.0,100.0,205.0,570.0,2000.0,2000.0,215.0,465.0,1.0,1980000000.0,500000.0,1820000.0,10000.0,1.0,1.0,1.0,1.0,80000000.0,500000000.0,500000000.0,500000000.0,500000000.0,1000000000.0,1000000000.0,1000000000.0
12,6.467,4.433,8.5,4.767,2050.0,0.09,0.17,200000000.0,-0.202,0.05,-0.05,0.106,0.15,-0.05,0.033,-0.108,900000000000.0,4866666666.667,5900000000.0,7311111111.111,5000000000.0,10000000000.0,4000000000.0,11888888888.889,811111111.111,16000000000.0,0.0,0.0,0.0,0.0,0.0,0.0058,0.0058,0.0,0.0,0.0,50.0,115.0,60.0,60.0,900.0,130.0,115.0,35.0,100.0,205.0,570.0,2000.0,2000.0,215.0,465.0,1.0,1980000000.0,500000.0,1820000.0,10000.0,1.0,1.0,1.0,1.0,80000000.0,500000000.0,500000000.0,500000000.0,500000000.0,1000000000.0,1000000000.0,1000000000.0
13,8.233,2.5,8.5,2.733,2030.0,0.07,0.17,600000000.0,-0.147,0.0,0.15,0.094,0.117,-0.028,0.017,-0.132,500000000000.0,3911111111.111,5200000000.0,12600000000.0,6666666666.667,5000000000.0,2000000000.0,15000000000.0,1022222222.222,4000000000.0,0.0,0.0,0.0,0.0,0.0,0.0058,0.0058,0.0,0.0,0.0,50.0,115.0,60.0,60.0,900.0,130.0,115.0,35.0,100.0,205.0,570.0,2000.0,2000.0,215.0,465.0,1.0,1980000000.0,500000.0,1820000.0,10000.0,1.0,1.0,1.0,1.0,80000000.0,500000000.0,500000000.0,500000000.0,500000000.0,1000000000.0,1000000000.0,1000000000.0
14,6.467,6.367,12.5,4.767,2050.0,0.07,0.04,700000000.0,0.02,0.033,0.117,0.15,0.05,0.039,0.033,-0.23,500000000000.0,2000000000.0,5200000000.0,7311111111.111,11666666666.667,9000000000.0,3555555555.556,13444444444.444,2288888888.889,12000000000.0,0.0,0.0,0.0,0.0,0.0,0.0058,0.0058,0.0,0.0,0.0,50.0,115.0,60.0,60.0,900.0,130.0,115.0,35.0,100.0,205.0,570.0,2000.0,2000.0,215.0,465.0,1.0,1980000000.0,500000.0,1820000.0,10000.0,1.0,1.0,1.0,1.0,80000000.0,500000000.0,500000000.0,500000000.0,500000000.0,1000000000.0,1000000000.0,1000000000.0
15,6.467,8.3,12.5,0.7,2040.0,0.07,0.17,1000000000.0,-0.174,-0.033,-0.05,0.05,0.128,0.017,0.067,-0.059,500000000000.0,4388888888.889,4500000000.0,700000000.0,15000000000.0,7000000000.0,3555555555.556,2555555555.556,2500000000.0,12000000000.0,0.0,0.0,0.0,0.0,0.0,0.0058,0.0058,0.0,0.0,0.0,50.0,115.0,60.0,60.0,900.0,130.0,115.0,35.0,100.0,205.0,570.0,2000.0,2000.0,215.0,465.0,1.0,1980000000.0,500000.0,1820000.0,10000.0,1.0,1.0,1.0,1.0,80000000.0,500000000.0,500000000.0,500000000.0,500000000.0,1000000000.0,1000000000.0,1000000000.0
16,4.7,8.3,0.5,4.767,2040.0,0.08,0.04,200000000.0,0.02,0.033,-0.15,0.106,0.05,0.017,0.1,-0.01,500000000000.0,4866666666.667,4500000000.0,4666666666.667,16666666666.667,8000000000.0,2888888888.889,2555555555.556,2500000000.0,8000000000.0,0.0,0.0,0.0,0.0,0.0,0.0058,0.0058,0.0,0.0,0.0,50.0,115.0,60.0,60.0,900.0,130.0,115.0,35.0,100.0,205.0,570.0,2000.0,2000.0,215.0,465.0,1.0,1980000000.0,500000.0,1820000.0,10000.0,1.0,1.0,1.0,1.0,80000000.0,500000000.0,500000000.0,500000000.0,500000000.0,1000000000.0,1000000000.0,1000000000.0
17,10.0,8.3,8.5,4.767,2030.0,0.09,0.04,300000000.0,-0.091,0.033,-0.15,0.139,0.061,-0.039,0.067,-0.206,1100000000000.0,2955555555.556,1000000000.0,3344444444.444,16666666666.667,6000000000.0,3111111111.111,11888888888.889,811111111.111,16000000000.0,0.0,0.0,0.0,0.0,0.0,0.0058,0.0058,0.0,0.0,0.0,50.0,115.0,60.0,60.0,900.0,130.0,115.0,35.0,100.0,205.0,570.0,2000.0,2000.0,215.0,465.0,1.0,1980000000.0,500000.0,1820000.0,10000.0,1.0,1.0,1.0,1.0,80000000.0,500000000.0,500000000.0,500000000.0,500000000.0,1000000000.0,1000000000.0,1000000000.0
18,6.467,8.3,4.5,0.7,2030.0,0.09,0.04,800000000.0,0.02,0.067,-0.017,0.094,0.072,0.017,0.017,-0.23,1100000000000.0,5344444444.444,5900000000.0,3344444444.444,11666666666.667,2000000000.0,2888888888.889,15000000000.0,2077777777.778,12000000000.0,0.0,0.0,0.0,0.0,0.0,0.0058,0.0058,0.0,0.0,0.0,50.0,115.0,60.0,60.0,900.0,130.0,115.0,35.0,100.0,205.0,570.0,2000.0,2000.0,215.0,465.0,1.0,1980000000.0,500000.0,1820000.0,10000.0,1.0,1.0,1.0,1.0,80000000.0,500000000.0,500000000.0,500000000.0,500000000.0,1000000000.0,1000000000.0,1000000000.0
19,8.233,6.367,0.5,6.8,2045.0,0.07,0.04,800000000.0,-0.036,0.05,0.15,0.061,0.05,-0.05,0.033,-0.181,1000000000000.0,3433333333.333,300000000.0,11277777777.778,13333333333.333,2000000000.0,3777777777.778,5666666666.667,1233333333.333,20000000000.0,0.0,0.0,0.0,0.0,0.0,0.0058,0.0058,0.0,0.0,0.0,50.0,115.0,60.0,60.0,900.0,130.0,115.0,35.0,100.0,205.0,570.0,2000.0,2000.0,215.0,465.0,1.0,1980000000.0,500000.0,1820000.0,10000.0,1.0,1.0,1.0,1.0,80000000.0,500000000.0,500000000.0,500000000.0,500000000.0,1000000000.0,1000000000.0,1000000000.0
20,4.7,8.3,0.5,0.7,2030.0,0.09,0.17,900000000.0,0.02,0.017,-0.117,0.106,0.061,-0.017,0.083,-0.01,600000000000.0,5344444444.444,1700000000.0,7311111111.111,11666666666.667,1000000000.0,2666666666.667,10333333333.333,1655555555.556,16000000000.0,0.0,0.0,0.0,0.0,0.0,0.0058,0.0058,0.0,0.0,0.0,50.0,115.0,60.0,60.0,900.0,130.0,115.0,35.0,100.0,205.0,570.0,2000.0,2000.0,215.0,465.0,1.0,1980000000.0,500000.0,1820000.0,10000.0,1.0,1.0,1.0,1.0,80000000.0,500000000.0,500000000.0,500000000.0,500000000.0,1000000000.0,1000000000.0,1000000000.0
21,6.467,6.367,8.5,4.767,2045.0,0.09,0.17,500000000.0,-0.174,0.067,0.083,0.15,0.139,-0.006,0.017,-0.01,1000000000000.0,3433333333.333,6600000000.0,700000000.0,15000000000.0,9000000000.0,2888888888.889,2555555555.556,2288888888.889,12000000000.0,0.0,0.0,0.0,0.0,0.0,0.0058,0.0058,0.0,0.0,0.0,50.0,115.0,60.0,60.0,900.0,130.0,115.0,35.0,100.0,205.0,570.0,2000.0,2000.0,215.0,465.0,1.0,1980000000.0,500000.0,1820000.0,10000.0,1.0,1.0,1.0,1.0,80000000.0,500000000.0,500000000.0,500000000.0,500000000.0,1000000000.0,1000000000.0,1000000000.0
22,10.0,6.367,4.5,4.767,2040.0,0.07,0.17,900000000.0,-0.119,0.083,0.017,0.139,0.094,0.017,0.067,-0.206,700000000000.0,5344444444.444,300000000.0,7311111111.111,15000000000.0,7000000000.0,2000000000.0,7222222222.222,1866666666.667,12000000000.0,0.0,0.0,0.0,0.0,0.0,0.0058,0.0058,0.0,0.0,0.0,50.0,115.0,60.0,60.0,900.0,130.0,115.0,35.0,100.0,205.0,570.0,2000.0,2000.0,215.0,465.0,1.0,1980000000.0,500000.0,1820000.0,10000.0,1.0,1.0,1.0,1.0,80000000.0,500000000.0,500000000.0,500000000.0,500000000.0,1000000000.0,1000000000.0,1000000000.0
23,8.233,4.433,12.5,0.7,2045.0,0.09,0.17,900000000.0,-0.008,0.1,-0.05,0.106,0.083,-0.006,0.1,-0.23,700000000000.0,2000000000.0,1700000000.0,12600000000.0,13333333333.333,6000000000.0,2444444444.444,2555555555.556,2288888888.889,20000000000.0,0.0,0.0,0.0,0.0,0.0,0.0058,0.0058,0.0,0.0,0.0,50.0,115.0,60.0,60.0,900.0,130.0,115.0,35.0,100.0,205.0,570.0,2000.0,2000.0,215.0,465.0,1.0,1980000000.0,500000.0,1820000.0,10000.0,1.0,1.0,1.0,1.0,80000000.0,500000000.0,500000000.0,500000000.0,500000000.0,1000000000.0,1000000000.0,1000000000.0
24,6.467,8.3,0.5,4.767,2040.0,0.08,0.105,400000000.0,-0.119,0.033,0.083,0.094,0.05,0.039,0.1,-0.083,600000000000.0,2477777777.778,2400000000.0,9955555555.556,5000000000.0,8000000000.0,3111111111.111,15000000000.0,1444444444.444,12000000000.0,0.0,0.0,0.0,0.0,0.0,0.0058,0.0058,0.0,0.0,0.0,50.0,115.0,60.0,60.0,900.0,130.0,115.0,35.0,100.0,205.0,570.0,2000.0,2000.0,215.0,465.0,1.0,1980000000.0,500000.0,1820000.0,10000.0,1.0,1.0,1.0,1.0,80000000.0,500000000.0,500000000.0,500000000.0,500000000.0,1000000000.0,1000000000.0,1000000000.0
25,4.7,2.5,4.5,2.733,2030.0,0.07,0.04,500000000.0,-0.119,0.067,0.083,0.117,0.05,-0.006,0.0,-0.034,400000000000.0,2477777777.778,3800000000.0,5988888888.889,6666666666.667,5000000000.0,3333333333.333,15000000000.0,1022222222.222,16000000000.0,0.0,0.0,0.0,0.0,0.0,0.0058,0.0058,0.0,0.0,0.0,50.0,115.0,60.0,60.0,900.0,130.0,115.0,35.0,100.0,205.0,570.0,2000.0,2000.0,215.0,465.0,1.0,1980000000.0,500000.0,1820000.0,10000.0,1.0,1.0,1.0,1.0,80000000.0,500000000.0,500000000.0,500000000.0,500000000.0,1000000000.0,1000000000.0,1000000000.0
26,10.0,4.433,8.5,0.7,2050.0,0.07,0.105,800000000.0,-0.119,0.1,-0.083,0.128,0.072,0.039,-0.017,-0.034,400000000000.0,5822222222.222,5900000000.0,4666666666.667,13333333333.333,8000000000.0,3111111111.111,11888888888.889,1444444444.444,8000000000.0,0.0,0.0,0.0,0.0,0.0,0.0058,0.0058,0.0,0.0,0.0,50.0,115.0,60.0,60.0,900.0,130.0,115.0,35.0,100.0,205.0,570.0,2000.0,2000.0,215.0,465.0,1.0,1980000000.0,500000.0,1820000.0,10000.0,1.0,1.0,1.0,1.0,80000000.0,500000000.0,500000000.0,500000000.0,500000000.0,1000000000.0,1000000000.0,1000000000.0
27,8.233,8.3,4.5,6.8,2045.0,0.07,0.105,800000000.0,-0.063,0.05,0.017,0.15,0.083,-0.006,0.067,-0.059,800000000000.0,6300000000.0,3800000000.0,9955555555.556,5000000000.0,4000000000.0,2888888888.889,13444444444.444,1444444444.444,8000000000.0,0.0,0.0,0.0,0.0,0.0,0.0058,0.0058,0.0,0.0,0.0,50.0,115.0,60.0,60.0,900.0,130.0,115.0,35.0,100.0,205.0,570.0,2000.0,2000.0,215.0,465.0,1.0,1980000000.0,500000.0,1820000.0,10000.0,1.0,1.0,1.0,1.0,80000000.0,500000000.0,500000000.0,500000000.0,500000000.0,1000000000.0,1000000000.0,1000000000.0
28,6.467,2.5,8.5,2.733,2050.0,0.07,0.17,800000000.0,-0.202,-0.033,-0.083,0.15,0.15,-0.039,-0.05,-0.059,500000000000.0,4388888888.889,2400000000.0,4666666666.667,13333333333.333,7000000000.0,3777777777.778,2555555555.556,1444444444.444,12000000000.0,0.0,0.0,0.0,0.0,0.0,0.0058,0.0058,0.0,0.0,0.0,50.0,115.0,60.0,60.0,900.0,130.0,115.0,35.0,100.0,205.0,570.0,2000.0,2000.0,215.0,465.0,1.0,1980000000.0,500000.0,1820000.0,10000.0,1.0,1.0,1.0,1.0,80000000.0,500000000.0,500000000.0,500000000.0,500000000.0,1000000000.0,1000000000.0,1000000000.0
29,4.7,8.3,8.5,2.733,2035.0,0.08,0.105,200000000.0,0.02,-0.017,0.15,0.094,0.05,0.028,-0.017,-0.181,500000000000.0,4388888888.889,2400000000.0,9955555555.556,18333333333.333,9000000000.0,2444444444.444,15000000000.0,1655555555.556,8000000000.0,0.0,0.0,0.0,0.0,0.0,0.0058,0.0058,0.0,0.0,0.0,50.0,115.0,60.0,60.0,900.0,130.0,115.0,35.0,100.0,205.0,570.0,2000.0,2000.0,215.0,465.0,1.0,1980000000.0,500000.0,1820000.0,10000.0,1.0,1.0,1.0,1.0,80000000.0,500000000.0,500000000.0,500000000.0,500000000.0,1000000000.0,1000000000.0,1000000000.0
30,4.7,8.3,8.5,0.7,2030.0,0.08,0.105,700000000.0,-0.063,0.033,0.117,0.072,0.15,-0.006,0.05,-0.108,1000000000000.0,3433333333.333,3100000000.0,3344444444.444,16666666666.667,10000000000.0,3777777777.778,2555555555.556,1444444444.444,20000000000.0,0.0,0.0,0.0,0.0,0.0,0.0058,0.0058,0.0,0.0,0.0,50.0,115.0,60.0,60.0,900.0,130.0,115.0,35.0,100.0,205.0,570.0,2000.0,2000.0,215.0,465.0,1.0,1980000000.0,500000.0,1820000.0,10000.0,1.0,1.0,1.0,1.0,80000000.0,500000000.0,500000000.0,500000000.0,500000000.0,1000000000.0,1000000000.0,1000000000.0
31,10.0,4.433,0.5,4.767,2050.0,0.08,0.04,300000000.0,-0.119,0.017,0.05,0.083,0.061,0.017,0.017,-0.108,1100000000000.0,4388888888.889,6600000000.0,4666666666.667,11666666666.667,5000000000.0,2888888888.889,10333333333.333,1655555555.556,16000000000.0,0.0,0.0,0.0,0.0,0.0,0.0058,0.0058,0.0,0.0,0.0,50.0,115.0,60.0,60.0,900.0,130.0,115.0,35.0,100.0,205.0,570.0,2000.0,2000.0,215.0,465.0,1.0,1980000000.0,500000.0,1820000.0,10000.0,1.0,1.0,1.0,1.0,80000000.0,500000000.0,500000000.0,500000000.0,500000000.0,1000000000.0,1000000000.0,1000000000.0
32,10.0,6.367,8.5,2.733,2040.0,0.09,0.105,1000000000.0,-0.036,-0.05,-0.117,0.094,0.083,0.017,-0.033,-0.059,600000000000.0,2000000000.0,2400000000.0,12600000000.0,16666666666.667,5000000000.0,3111111111.111,7222222222.222,1866666666.667,16000000000.0,0.0,0.0,0.0,0.0,0.0,0.0058,0.0058,0.0,0.0,0.0,50.0,115.0,60.0,60.0,900.0,130.0,115.0,35.0,100.0,205.0,570.0,2000.0,2000.0,215.0,465.0,1.0,1980000000.0,500000.0,1820000.0,10000.0,1.0,1.0,1.0,1.0,80000000.0,500000000.0,500000000.0,500000000.0,500000000.0,1000000000.0,1000000000.0,1000000000.0
33,10.0,8.3,12.5,0.7,2050.0,0.07,0.105,700000000.0,-0.008,0.033,0.083,0.106,0.061,-0.039,0.033,-0.059,600000000000.0,4388888888.889,5200000000.0,8633333333.333,6666666666.667,5000000000.0,4000000000.0,10333333333.333,2288888888.889,16000000000.0,0.0,0.0,0.0,0.0,0.0,0.0058,0.0058,0.0,0.0,0.0,50.0,115.0,60.0,60.0,900.0,130.0,115.0,35.0,100.0,205.0,570.0,2000.0,2000.0,215.0,465.0,1.0,1980000000.0,500000.0,1820000.0,10000.0,1.0,1.0,1.0,1.0,80000000.0,500000000.0,500000000.0,500000000.0,500000000.0,1000000000.0,1000000000.0,1000000000.0
34,4.7,8.3,12.5,2.733,2035.0,0.07,0.105,900000000.0,-0.119,0.083,0.15,0.106,0.072,-0.028,0.033,-0.01,500000000000.0,4866666666.667,3800000000.0,3344444444.444,5000000000.0,9000000000.0,2888888888.889,15000000000.0,1022222222.222,4000000000.0,0.0,0.0,0.0,0.0,0.0,0.0058,0.0058,0.0,0.0,0.0,50.0,115.0,60.0,60.0,900.0,130.0,115.0,35.0,100.0,205.0,570.0,2000.0,2000.0,215.0,465.0,1.0,1980000000.0,500000.0,1820000.0,10000.0,1.0,1.0,1.0,1.0,80000000.0,500000000.0,500000000.0,500000000.0,500000000.0,1000000000.0,1000000000.0,1000000000.0
35,8.233,6.367,12.5,6.8,2050.0,0.08,0.17,800000000.0,-0.036,0.083,-0.117,0.083,0.139,-0.039,-0.033,-0.108,1000000000000.0,3433333333.333,6600000000.0,5988888888.889,16666666666.667,5000000000.0,3777777777.778,5666666666.667,1444444444.444,16000000000.0,0.0,0.0,0.0,0.0,0.0,0.0058,0.0058,0.0,0.0,0.0,50.0,115.0,60.0,60.0,900.0,130.0,115.0,35.0,100.0,205.0,570.0,2000.0,2000.0,215.0,465.0,1.0,1980000000.0,500000.0,1820000.0,10000.0,1.0,1.0,1.0,1.0,80000000.0,500000000.0,500000000.0,500000000.0,500000000.0,1000000000.0,1000000000.0,1000000000.0
36,6.467,6.367,4.5,4.767,2040.0,0.07,0.17,800000000.0,-0.119,-0.05,0.117,0.139,0.061,0.017,0.05,-0.034,1000000000000.0,2000000000.0,4500000000.0,700000000.0,6666666666.667,9000000000.0,2666666666.667,13444444444.444,1655555555.556,20000000000.0,0.0,0.0,0.0,0.0,0.0,0.0058,0.0058,0.0,0.0,0.0,50.0,115.0,60.0,60.0,900.0,130.0,115.0,35.0,100.0,205.0,570.0,2000.0,2000.0,215.0,465.0,1.0,1980000000.0,500000.0,1820000.0,10000.0,1.0,1.0,1.0,1.0,80000000.0,500000000.0,500000000.0,500000000.0,500000000.0,1000000000.0,1000000000.0,1000000000.0
